production_id,production_date,product_type,production_line,shift,operator_id,machine_id,material_batch,quantity_produced,quantity_defective,defect_type,defect_rate,inspection_result,defect_cost,day_of_week,month,week_number
838,2024-10-26,Product_D,Line_1,Afternoon,OP016,M007,BATCH040,159,7,Scratch,4.4,Pass,3500,Saturday,October,43
839,2024-10-26,Product_D,Line_3,Morning,OP005,M005,BATCH047,182,10,Dimension_Error,5.49,Fail,5000,Saturday,October,43
840,2024-10-27,Product_C,Line_2,Afternoon,OP001,M008,BATCH012,148,4,Dimension_Error,2.7,Pass,2000,Sunday,October,43
841,2024-10-27,Product_B,Line_3,Night,OP016,M007,BATCH032,156,12,Surface_Finish,7.69,Fail,6000,Sunday,October,43
842,2024-10-27,Product_A,Line_2,Morning,OP007,M001,BATCH013,243,2,Crack,0.82,Pass,1000,Sunday,October,43
843,2024-10-27,Product_A,Line_2,Night,OP011,M009,BATCH030,197,6,Dent,3.05,Pass,3000,Sunday,October,43
844,2024-10-27,Product_A,Line_3,Night,OP015,M002,BATCH007,243,19,Scratch,7.82,Fail,9500,Sunday,October,43
845,2024-10-28,Product_C,Line_2,Night,OP020,M009,BATCH033,240,10,Crack,4.17,Pass,5000,Monday,October,44
846,2024-10-28,Product_B,Line_3,Morning,OP007,M004,BATCH029,114,2,Dimension_Error,1.75,Pass,1000,Monday,October,44
847,2024-10-29,Product_D,Line_2,Night,OP010,M001,BATCH015,138,7,Crack,5.07,Fail,3500,Tuesday,October,44
848,2024-10-29,Product_D,Line_2,Afternoon,OP008,M008,BATCH020,245,6,Scratch,2.45,Pass,3000,Tuesday,October,44
849,2024-10-31,Product_B,Line_3,Night,OP015,M003,BATCH043,144,11,Dimension_Error,7.64,Fail,5500,Thursday,October,44
850,2024-10-31,Product_B,Line_1,Afternoon,OP001,M007,BATCH047,215,8,Crack,3.72,Pass,4000,Thursday,October,44
851,2024-11-01,Product_B,Line_3,Night,OP011,M001,BATCH030,251,16,Dent,6.37,Fail,8000,Friday,November,44
852,2024-11-01,Product_C,Line_2,Morning,OP015,M008,BATCH019,233,7,Dent,3.0,Pass,3500,Friday,November,44
853,2024-11-01,Product_A,Line_1,Night,OP020,M002,BATCH002,114,5,Crack,4.39,Pass,2500,Friday,November,44
854,2024-11-01,Product_D,Line_1,Night,OP019,M008,BATCH001,166,13,Crack,7.83,Fail,6500,Friday,November,44
855,2024-11-01,Product_A,Line_1,Afternoon,OP017,M006,BATCH036,275,6,Crack,2.18,Pass,3000,Friday,November,44
856,2024-11-02,Product_C,Line_1,Morning,OP009,M001,BATCH041,196,5,Dent,2.55,Pass,2500,Saturday,November,44
857,2024-11-02,Product_D,Line_3,Night,OP008,M009,BATCH027,236,19,Dimension_Error,8.05,Fail,9500,Saturday,November,44
858,2024-11-02,Product_B,Line_2,Morning,OP005,M008,BATCH011,109,3,Crack,2.75,Pass,1500,Saturday,November,44
859,2024-11-04,Product_C,Line_2,Night,OP011,M007,BATCH039,107,3,Dimension_Error,2.8,Pass,1500,Monday,November,45
860,2024-11-04,Product_D,Line_2,Night,OP001,M009,BATCH039,231,15,Dimension_Error,6.49,Fail,7500,Monday,November,45
861,2024-11-04,Product_A,Line_1,Morning,OP015,M007,BATCH020,295,12,Surface_Finish,4.07,Pass,6000,Monday,November,45
862,2024-11-05,Product_B,Line_2,Night,OP009,M004,BATCH022,253,6,Scratch,2.37,Pass,3000,Tuesday,November,45
863,2024-11-05,Product_D,Line_1,Morning,OP011,M001,BATCH046,205,6,Dent,2.93,Pass,3000,Tuesday,November,45
864,2024-11-06,Product_B,Line_2,Afternoon,OP009,M009,BATCH045,178,4,Dent,2.25,Pass,2000,Wednesday,November,45
865,2024-11-06,Product_B,Line_3,Night,OP012,M008,BATCH042,122,5,Scratch,4.1,Pass,2500,Wednesday,November,45
866,2024-11-06,Product_D,Line_3,Night,OP005,M001,BATCH014,127,4,Crack,3.15,Pass,2000,Wednesday,November,45
867,2024-11-07,Product_A,Line_1,Night,OP009,M004,BATCH031,291,8,Scratch,2.75,Pass,4000,Thursday,November,45
868,2024-11-08,Product_D,Line_3,Morning,OP009,M006,BATCH035,104,4,Dent,3.85,Pass,2000,Friday,November,45
869,2024-11-08,Product_B,Line_2,Afternoon,OP014,M006,BATCH040,248,4,Crack,1.61,Pass,2000,Friday,November,45
870,2024-11-10,Product_B,Line_2,Morning,OP010,M001,BATCH044,168,3,Dimension_Error,1.79,Pass,1500,Sunday,November,45
871,2024-11-10,Product_C,Line_3,Night,OP012,M009,BATCH012,171,13,Surface_Finish,7.6,Fail,6500,Sunday,November,45
872,2024-11-10,Product_D,Line_2,Morning,OP007,M006,BATCH004,279,8,Crack,2.87,Pass,4000,Sunday,November,45
873,2024-11-12,Product_B,Line_2,Afternoon,OP013,M001,BATCH021,230,5,Dimension_Error,2.17,Pass,2500,Tuesday,November,46
874,2024-11-12,Product_A,Line_3,Night,OP010,M005,BATCH031,225,6,Dimension_Error,2.67,Pass,3000,Tuesday,November,46
875,2024-11-13,Product_C,Line_3,Night,OP006,M004,BATCH029,120,4,Crack,3.33,Pass,2000,Wednesday,November,46
876,2024-11-13,Product_A,Line_2,Morning,OP001,M007,BATCH032,180,4,Crack,2.22,Pass,2000,Wednesday,November,46
877,2024-11-13,Product_D,Line_2,Afternoon,OP010,M008,BATCH026,110,5,Dent,4.55,Pass,2500,Wednesday,November,46
878,2024-11-14,Product_D,Line_1,Morning,OP001,M004,BATCH044,101,1,Dent,0.99,Pass,500,Thursday,November,46
879,2024-11-14,Product_C,Line_3,Night,OP013,M004,BATCH016,229,15,Dent,6.55,Fail,7500,Thursday,November,46
880,2024-11-14,Product_B,Line_3,Morning,OP008,M006,BATCH036,174,5,Dent,2.87,Pass,2500,Thursday,November,46
881,2024-11-14,Product_A,Line_2,Night,OP003,M002,BATCH017,278,7,Scratch,2.52,Pass,3500,Thursday,November,46
882,2024-11-14,Product_D,Line_1,Morning,OP003,M001,BATCH047,157,4,Dent,2.55,Pass,2000,Thursday,November,46
883,2024-11-14,Product_B,Line_3,Afternoon,OP019,M002,BATCH025,163,7,Dent,4.29,Pass,3500,Thursday,November,46
884,2024-11-15,Product_A,Line_2,Night,OP003,M006,BATCH032,257,7,Dimension_Error,2.72,Pass,3500,Friday,November,46
885,2024-11-15,Product_C,Line_2,Afternoon,OP011,M001,BATCH016,245,4,Crack,1.63,Pass,2000,Friday,November,46
886,2024-11-15,Product_D,Line_2,Morning,OP012,M006,BATCH038,256,5,Surface_Finish,1.95,Pass,2500,Friday,November,46
887,2024-11-15,Product_A,Line_2,Morning,OP011,M007,BATCH007,257,4,Scratch,1.56,Pass,2000,Friday,November,46
888,2024-11-16,Product_A,Line_3,Afternoon,OP009,M009,BATCH029,109,7,Dimension_Error,6.42,Fail,3500,Saturday,November,46
889,2024-11-17,Product_C,Line_2,Afternoon,OP011,M005,BATCH007,198,4,Dimension_Error,2.02,Pass,2000,Sunday,November,46
890,2024-11-17,Product_A,Line_3,Morning,OP020,M004,BATCH040,233,9,Dent,3.86,Pass,4500,Sunday,November,46
891,2024-11-17,Product_D,Line_2,Night,OP015,M004,BATCH024,117,4,Dimension_Error,3.42,Pass,2000,Sunday,November,46
892,2024-11-17,Product_A,Line_1,Afternoon,OP004,M008,BATCH030,119,4,Scratch,3.36,Pass,2000,Sunday,November,46
893,2024-11-18,Product_A,Line_3,Night,OP019,M005,BATCH020,100,4,Crack,4.0,Pass,2000,Monday,November,47
894,2024-11-18,Product_D,Line_1,Night,OP007,M004,BATCH011,277,10,Dent,3.61,Pass,5000,Monday,November,47
895,2024-11-18,Product_C,Line_3,Afternoon,OP016,M006,BATCH004,204,5,Dimension_Error,2.45,Pass,2500,Monday,November,47
896,2024-11-18,Product_B,Line_2,Morning,OP011,M008,BATCH044,116,2,Dent,1.72,Pass,1000,Monday,November,47
897,2024-11-18,Product_B,Line_2,Morning,OP013,M004,BATCH018,151,5,Crack,3.31,Pass,2500,Monday,November,47
898,2024-11-19,Product_B,Line_3,Afternoon,OP003,M004,BATCH033,254,5,Dent,1.97,Pass,2500,Tuesday,November,47
899,2024-11-19,Product_A,Line_3,Night,OP004,M007,BATCH007,288,22,Dimension_Error,7.64,Fail,11000,Tuesday,November,47
900,2024-11-19,Product_A,Line_3,Afternoon,OP009,M008,BATCH009,215,13,Scratch,6.05,Fail,6500,Tuesday,November,47
901,2024-11-20,Product_D,Line_3,Morning,OP019,M007,BATCH036,197,5,Dimension_Error,2.54,Pass,2500,Wednesday,November,47
902,2024-11-20,Product_C,Line_3,Afternoon,OP009,M005,BATCH026,290,13,Surface_Finish,4.48,Pass,6500,Wednesday,November,47
903,2024-11-20,Product_C,Line_2,Morning,OP006,M005,BATCH035,251,4,Surface_Finish,1.59,Pass,2000,Wednesday,November,47
904,2024-11-20,Product_C,Line_1,Morning,OP002,M002,BATCH028,137,2,Dent,1.46,Pass,1000,Wednesday,November,47
905,2024-11-20,Product_A,Line_2,Morning,OP005,M008,BATCH025,253,4,Scratch,1.58,Pass,2000,Wednesday,November,47
906,2024-11-20,Product_A,Line_2,Morning,OP015,M004,BATCH030,250,6,Crack,2.4,Pass,3000,Wednesday,November,47
907,2024-11-22,Product_B,Line_3,Afternoon,OP008,M004,BATCH042,106,2,Dimension_Error,1.89,Pass,1000,Friday,November,47
908,2024-11-22,Product_D,Line_2,Afternoon,OP008,M002,BATCH014,119,3,Surface_Finish,2.52,Pass,1500,Friday,November,47
909,2024-11-22,Product_D,Line_2,Afternoon,OP006,M009,BATCH034,278,5,Surface_Finish,1.8,Pass,2500,Friday,November,47
910,2024-11-22,Product_D,Line_2,Night,OP019,M003,BATCH020,111,2,Crack,1.8,Pass,1000,Friday,November,47
911,2024-11-22,Product_B,Line_3,Morning,OP004,M007,BATCH012,143,6,Crack,4.2,Pass,3000,Friday,November,47
912,2024-11-22,Product_D,Line_1,Morning,OP002,M006,BATCH032,156,4,Scratch,2.56,Pass,2000,Friday,November,47
913,2024-11-23,Product_C,Line_3,Afternoon,OP018,M003,BATCH038,261,7,Surface_Finish,2.68,Pass,3500,Saturday,November,47
914,2024-11-23,Product_D,Line_2,Night,OP013,M001,BATCH045,204,11,Scratch,5.39,Fail,5500,Saturday,November,47
915,2024-11-23,Product_D,Line_2,Morning,OP013,M003,BATCH020,103,1,Dent,0.97,Pass,500,Saturday,November,47
916,2024-11-24,Product_B,Line_3,Night,OP016,M008,BATCH046,248,12,Dent,4.84,Pass,6000,Sunday,November,47
917,2024-11-24,Product_A,Line_3,Night,OP007,M009,BATCH029,209,17,Crack,8.13,Fail,8500,Sunday,November,47
918,2024-11-25,Product_C,Line_2,Afternoon,OP007,M008,BATCH030,253,8,Dimension_Error,3.16,Pass,4000,Monday,November,48
919,2024-11-25,Product_D,Line_2,Night,OP008,M008,BATCH018,169,11,Dent,6.51,Fail,5500,Monday,November,48
920,2024-11-25,Product_D,Line_2,Morning,OP001,M007,BATCH033,167,6,Dent,3.59,Pass,3000,Monday,November,48
921,2024-11-25,Product_C,Line_3,Morning,OP006,M006,BATCH019,230,5,Crack,2.17,Pass,2500,Monday,November,48
922,2024-11-25,Product_A,Line_1,Night,OP020,M006,BATCH016,184,12,Scratch,6.52,Fail,6000,Monday,November,48
923,2024-11-26,Product_A,Line_1,Afternoon,OP011,M003,BATCH012,288,3,Crack,1.04,Pass,1500,Tuesday,November,48
924,2024-11-26,Product_D,Line_1,Morning,OP013,M002,BATCH027,271,3,Surface_Finish,1.11,Pass,1500,Tuesday,November,48
925,2024-11-26,Product_B,Line_2,Afternoon,OP008,M001,BATCH032,267,5,Scratch,1.87,Pass,2500,Tuesday,November,48
926,2024-11-27,Product_C,Line_2,Night,OP012,M008,BATCH041,291,16,Dent,5.5,Fail,8000,Wednesday,November,48
927,2024-11-28,Product_C,Line_3,Afternoon,OP008,M009,BATCH008,148,4,Scratch,2.7,Pass,2000,Thursday,November,48
928,2024-11-28,Product_C,Line_2,Night,OP011,M007,BATCH005,198,12,Surface_Finish,6.06,Fail,6000,Thursday,November,48
929,2024-11-28,Product_A,Line_1,Night,OP016,M003,BATCH002,191,8,Dent,4.19,Pass,4000,Thursday,November,48
930,2024-11-29,Product_A,Line_2,Night,OP005,M002,BATCH005,156,3,Surface_Finish,1.92,Pass,1500,Friday,November,48
931,2024-11-29,Product_B,Line_1,Morning,OP006,M003,BATCH027,282,3,Crack,1.06,Pass,1500,Friday,November,48
932,2024-11-29,Product_C,Line_2,Afternoon,OP011,M007,BATCH025,105,4,Dimension_Error,3.81,Pass,2000,Friday,November,48
933,2024-11-29,Product_C,Line_3,Night,OP003,M002,BATCH003,125,8,Crack,6.4,Fail,4000,Friday,November,48
934,2024-11-30,Product_A,Line_1,Morning,OP019,M005,BATCH023,170,4,Surface_Finish,2.35,Pass,2000,Saturday,November,48
935,2024-12-01,Product_B,Line_1,Night,OP013,M007,BATCH042,140,6,Crack,4.29,Pass,3000,Sunday,December,48
936,2024-12-02,Product_D,Line_2,Morning,OP009,M004,BATCH004,253,6,Scratch,2.37,Pass,3000,Monday,December,49
937,2024-12-02,Product_C,Line_3,Afternoon,OP011,M002,BATCH021,216,10,Surface_Finish,4.63,Pass,5000,Monday,December,49
938,2024-12-02,Product_C,Line_3,Afternoon,OP016,M004,BATCH016,174,3,Dimension_Error,1.72,Pass,1500,Monday,December,49
939,2024-12-03,Product_A,Line_1,Morning,OP005,M006,BATCH039,133,2,Dent,1.5,Pass,1000,Tuesday,December,49
940,2024-12-04,Product_C,Line_3,Afternoon,OP007,M005,BATCH023,248,10,Dent,4.03,Pass,5000,Wednesday,December,49
941,2024-12-04,Product_C,Line_1,Night,OP016,M008,BATCH025,131,3,Scratch,2.29,Pass,1500,Wednesday,December,49
942,2024-12-04,Product_D,Line_1,Morning,OP009,M004,BATCH036,179,6,Crack,3.35,Pass,3000,Wednesday,December,49
943,2024-12-04,Product_D,Line_2,Afternoon,OP015,M006,BATCH023,130,4,Scratch,3.08,Pass,2000,Wednesday,December,49
944,2024-12-05,Product_C,Line_2,Night,OP006,M008,BATCH029,233,17,Dimension_Error,7.3,Fail,8500,Thursday,December,49
945,2024-12-05,Product_C,Line_2,Afternoon,OP019,M003,BATCH023,251,4,Surface_Finish,1.59,Pass,2000,Thursday,December,49
946,2024-12-05,Product_A,Line_1,Afternoon,OP007,M004,BATCH019,101,2,Dent,1.98,Pass,1000,Thursday,December,49
947,2024-12-06,Product_B,Line_2,Night,OP008,M003,BATCH035,250,9,Scratch,3.6,Pass,4500,Friday,December,49
948,2024-12-06,Product_C,Line_3,Afternoon,OP011,M001,BATCH003,169,7,Scratch,4.14,Pass,3500,Friday,December,49
949,2024-12-06,Product_C,Line_1,Afternoon,OP009,M002,BATCH045,102,2,Crack,1.96,Pass,1000,Friday,December,49
950,2024-12-06,Product_C,Line_2,Night,OP002,M009,BATCH035,190,10,Dimension_Error,5.26,Fail,5000,Friday,December,49
951,2024-12-07,Product_C,Line_3,Morning,OP019,M009,BATCH026,163,9,Dent,5.52,Fail,4500,Saturday,December,49
952,2024-12-08,Product_B,Line_2,Night,OP009,M008,BATCH021,182,6,Dent,3.3,Pass,3000,Sunday,December,49
953,2024-12-08,Product_D,Line_2,Morning,OP003,M007,BATCH032,220,8,Dent,3.64,Pass,4000,Sunday,December,49
954,2024-12-08,Product_A,Line_2,Night,OP003,M005,BATCH046,292,15,Surface_Finish,5.14,Fail,7500,Sunday,December,49
955,2024-12-09,Product_D,Line_1,Afternoon,OP003,M002,BATCH034,216,10,Dent,4.63,Pass,5000,Monday,December,50
956,2024-12-09,Product_A,Line_1,Morning,OP015,M001,BATCH041,234,6,Scratch,2.56,Pass,3000,Monday,December,50
957,2024-12-09,Product_B,Line_3,Night,OP001,M004,BATCH031,198,15,Dimension_Error,7.58,Fail,7500,Monday,December,50
958,2024-12-09,Product_D,Line_3,Afternoon,OP009,M006,BATCH026,147,5,Crack,3.4,Pass,2500,Monday,December,50
959,2024-12-11,Product_D,Line_1,Afternoon,OP013,M008,BATCH021,126,6,Crack,4.76,Pass,3000,Wednesday,December,50
960,2024-12-11,Product_C,Line_3,Afternoon,OP009,M003,BATCH042,188,6,Crack,3.19,Pass,3000,Wednesday,December,50
961,2024-12-11,Product_C,Line_1,Afternoon,OP019,M006,BATCH009,265,5,Dent,1.89,Pass,2500,Wednesday,December,50
962,2024-12-12,Product_C,Line_3,Afternoon,OP012,M001,BATCH037,216,7,Dimension_Error,3.24,Pass,3500,Thursday,December,50
963,2024-12-13,Product_C,Line_1,Morning,OP005,M003,BATCH002,252,3,Crack,1.19,Pass,1500,Friday,December,50
964,2024-12-13,Product_B,Line_3,Morning,OP004,M006,BATCH002,158,7,Crack,4.43,Pass,3500,Friday,December,50
965,2024-12-14,Product_C,Line_3,Morning,OP012,M003,BATCH014,155,7,Dimension_Error,4.52,Pass,3500,Saturday,December,50
966,2024-12-14,Product_C,Line_3,Morning,OP001,M005,BATCH032,170,6,Crack,3.53,Pass,3000,Saturday,December,50
967,2024-12-15,Product_C,Line_1,Afternoon,OP009,M005,BATCH044,146,3,Dent,2.05,Pass,1500,Sunday,December,50
968,2024-12-15,Product_C,Line_1,Night,OP005,M007,BATCH023,108,4,Dimension_Error,3.7,Pass,2000,Sunday,December,50
969,2024-12-17,Product_D,Line_3,Night,OP019,M006,BATCH031,131,4,Dimension_Error,3.05,Pass,2000,Tuesday,December,51
970,2024-12-17,Product_B,Line_1,Morning,OP009,M008,BATCH039,153,3,Scratch,1.96,Pass,1500,Tuesday,December,51
971,2024-12-18,Product_A,Line_3,Morning,OP006,M005,BATCH038,130,3,Dimension_Error,2.31,Pass,1500,Wednesday,December,51
972,2024-12-18,Product_A,Line_3,Afternoon,OP012,M003,BATCH039,207,10,Surface_Finish,4.83,Pass,5000,Wednesday,December,51
973,2024-12-19,Product_A,Line_1,Morning,OP001,M004,BATCH042,134,2,Scratch,1.49,Pass,1000,Thursday,December,51
974,2024-12-19,Product_C,Line_3,Morning,OP013,M001,BATCH032,215,4,Surface_Finish,1.86,Pass,2000,Thursday,December,51
975,2024-12-19,Product_B,Line_2,Night,OP018,M009,BATCH008,245,10,Dimension_Error,4.08,Pass,5000,Thursday,December,51
976,2024-12-20,Product_B,Line_3,Morning,OP019,M004,BATCH016,151,3,Scratch,1.99,Pass,1500,Friday,December,51
977,2024-12-20,Product_A,Line_1,Night,OP005,M007,BATCH022,155,4,Surface_Finish,2.58,Pass,2000,Friday,December,51
978,2024-12-21,Product_A,Line_2,Morning,OP020,M004,BATCH024,279,5,Crack,1.79,Pass,2500,Saturday,December,51
979,2024-12-21,Product_B,Line_3,Afternoon,OP001,M001,BATCH013,147,4,Dimension_Error,2.72,Pass,2000,Saturday,December,51
980,2024-12-22,Product_C,Line_1,Night,OP014,M006,BATCH048,196,9,Surface_Finish,4.59,Pass,4500,Sunday,December,51
981,2024-12-22,Product_A,Line_2,Night,OP012,M004,BATCH014,281,14,Dent,4.98,Pass,7000,Sunday,December,51
982,2024-12-23,Product_B,Line_2,Morning,OP001,M001,BATCH026,181,6,Dimension_Error,3.31,Pass,3000,Monday,December,52
983,2024-12-24,Product_C,Line_3,Morning,OP002,M008,BATCH044,261,8,Scratch,3.07,Pass,4000,Tuesday,December,52
984,2024-12-24,Product_D,Line_2,Afternoon,OP003,M008,BATCH002,103,4,Surface_Finish,3.88,Pass,2000,Tuesday,December,52
985,2024-12-24,Product_C,Line_3,Afternoon,OP012,M008,BATCH006,177,6,Dent,3.39,Pass,3000,Tuesday,December,52
986,2024-12-26,Product_A,Line_1,Night,OP019,M002,BATCH045,214,5,Scratch,2.34,Pass,2500,Thursday,December,52
987,2024-12-26,Product_D,Line_3,Night,OP010,M006,BATCH023,163,7,Dent,4.29,Pass,3500,Thursday,December,52
988,2024-12-27,Product_A,Line_2,Night,OP012,M002,BATCH019,110,3,Surface_Finish,2.73,Pass,1500,Friday,December,52
989,2024-12-27,Product_A,Line_2,Night,OP014,M003,BATCH050,107,6,Scratch,5.61,Fail,3000,Friday,December,52
990,2024-12-28,Product_C,Line_3,Morning,OP007,M006,BATCH013,299,15,Surface_Finish,5.02,Fail,7500,Saturday,December,52
991,2024-12-28,Product_A,Line_2,Afternoon,OP003,M003,BATCH010,216,4,Dent,1.85,Pass,2000,Saturday,December,52
992,2024-12-28,Product_C,Line_2,Afternoon,OP002,M002,BATCH033,271,7,Crack,2.58,Pass,3500,Saturday,December,52
993,2024-12-29,Product_B,Line_1,Night,OP001,M008,BATCH018,281,11,Dent,3.91,Pass,5500,Sunday,December,52
994,2024-12-29,Product_B,Line_1,Night,OP009,M005,BATCH002,250,10,Crack,4.0,Pass,5000,Sunday,December,52
995,2024-12-29,Product_D,Line_3,Night,OP014,M006,BATCH020,187,8,Dimension_Error,4.28,Pass,4000,Sunday,December,52
996,2024-12-30,Product_C,Line_1,Night,OP002,M001,BATCH016,233,15,Dimension_Error,6.44,Fail,7500,Monday,December,1
997,2024-12-31,Product_C,Line_1,Morning,OP004,M007,BATCH026,141,4,Scratch,2.84,Pass,2000,Tuesday,December,1
998,2024-12-31,Product_C,Line_1,Morning,OP004,M008,BATCH047,238,10,Dent,4.2,Pass,5000,Tuesday,December,1
999,2024-12-31,Product_D,Line_2,Afternoon,OP006,M006,BATCH011,294,8,Scratch,2.72,Pass,4000,Tuesday,December,1
1000,2024-12-31,Product_B,Line_3,Afternoon,OP017,M004,BATCH008,296,6,Scratch,2.03,Pass,3000,Tuesday,December,1
